Nido,Fecha,Hora,Dato,Sexo,Accion,Item
Grallaria_rufula_W4_SDR11,2014/12/3,9:30:00,off,x,br,x
Grallaria_rufula_W4_SDR11,2014/12/3,9:30:57,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/3,9:31:32,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/3,9:31:33,on,x,br,x
Grallaria_rufula_W4_SDR11,2014/12/3,9:47:00,off,x,br,x
Grallaria_rufula_W4_SDR11,2014/12/3,9:52:31,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/3,9:54:00,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/3,10:04:04,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/3,10:04:42,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/3,10:16:10,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/3,10:17:00,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/3,10:18:13,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/3,10:19:00,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/3,11:16:21,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/3,11:16:55,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/3,11:20:00,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/3,11:20:22,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/3,11:41:27,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/3,11:41:58,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/3,11:44:25,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/3,11:47:00,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/3,11:51:24,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/3,11:51:59,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/3,11:52:00,on,x,br,x
Grallaria_rufula_W4_SDR11,2014/12/3,12:01:00,off,x,br,x
Grallaria_rufula_W4_SDR11,2014/12/3,12:01:18,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/3,12:02:00,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/3,12:58:47,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/3,12:59:28,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/3,12:59:29,on,x,br,x
Grallaria_rufula_W4_SDR11,2014/12/3,13:44:00,off,x,br,x
Grallaria_rufula_W4_SDR11,2014/12/3,13:44:52,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/3,13:46:00,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/3,13:58:02,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/3,13:59:00,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/3,14:02:22,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/3,14:02:59,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/3,14:03:00,on,x,br,x
Grallaria_rufula_W4_SDR11,2014/12/3,14:14:10,off,x,br,x
Grallaria_rufula_W4_SDR11,2014/12/3,14:14:48,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/3,14:25:59,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/3,14:26:00,on,x,br,x
Grallaria_rufula_W4_SDR11,2014/12/3,14:37:08,off,x,br,x
Grallaria_rufula_W4_SDR11,2014/12/3,14:37:37,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/3,14:38:12,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/3,14:48:03,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/3,14:49:00,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/3,15:55:36,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/3,15:57:00,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/3,16:05:54,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/3,16:06:40,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/3,16:06:41,on,x,br,x
Grallaria_rufula_W4_SDR11,2014/12/3,16:14:00,off,x,br,x
Grallaria_rufula_W4_SDR11,2014/12/3,16:23:34,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/3,16:25:00,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/3,16:54:11,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/3,16:54:23,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/3,17:06:25,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/3,17:07:00,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/3,17:11:03,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/3,17:12:00,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/3,17:28:58,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/3,17:30:00,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/3,17:33:19,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/3,17:33:48,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/3,17:47:00,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/3,17:47:06,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/3,18:02:00,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/3,18:03:00,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/3,18:11:52,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/3,18:12:22,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/3,18:12:23,on,x,brn,x
Grallaria_rufula_W4_SDR11,2014/12/3,18:45:00,on,x,brn,bola
Grallaria_rufula_W4_SDR11,2014/12/3,18:58:00,on,x,brn,x
Grallaria_rufula_W4_SDR11,2014/12/3,19:01:00,on,x,brn,bola
Grallaria_rufula_W4_SDR11,2014/12/3,19:11:00,on,x,brn,x
Grallaria_rufula_W4_SDR11,2014/12/3,19:12:00,on,x,brn,bola
Grallaria_rufula_W4_SDR11,2014/12/3,19:45:47,on,x,brn,x
Grallaria_rufula_W4_SDR11,2014/12/3,19:52:00,on,x,brn,bola
Grallaria_rufula_W4_SDR11,2014/12/3,21:01:30,on,x,brn,x
Grallaria_rufula_W4_SDR11,2014/12/3,21:01:39,on,x,brn,bola
Grallaria_rufula_W4_SDR11,2014/12/3,22:15:00,on,x,brn,x
Grallaria_rufula_W4_SDR11,2014/12/3,22:17:00,on,x,brn,bola
Grallaria_rufula_W4_SDR11,2014/12/3,22:44:17,on,x,brn,x
Grallaria_rufula_W4_SDR11,2014/12/3,22:46:00,on,x,brn,bola
Grallaria_rufula_W4_SDR11,2014/12/3,22:47:20,on,x,brn,x
Grallaria_rufula_W4_SDR11,2014/12/3,22:47:28,on,x,brn,bola
Grallaria_rufula_W4_SDR11,2014/12/3,12:55:21,on,x,brn,x
Grallaria_rufula_W4_SDR11,2014/12/3,12:58:00,on,x,brn,bola
Grallaria_rufula_W4_SDR11,2014/12/4,1:39:09,on,x,brn,x
Grallaria_rufula_W4_SDR11,2014/12/4,1:39:16,on,x,brn,bola
Grallaria_rufula_W4_SDR11,2014/12/4,1:52:44,on,x,brn,x
Grallaria_rufula_W4_SDR11,2014/12/4,1:57:00,on,x,brn,bola
Grallaria_rufula_W4_SDR11,2014/12/4,4:30:00,on,x,br,x
Grallaria_rufula_W4_SDR11,2014/12/4,4:49:00,off,x,br,x
Grallaria_rufula_W4_SDR11,2014/12/4,5:07:00,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/4,5:07:09,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/4,5:09:00,on,x,f,lombriz
Grallaria_rufula_W4_SDR11,2014/12/4,5:09:40,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/4,5:09:41,on,x,br,x
Grallaria_rufula_W4_SDR11,2014/12/4,5:24:00,off,x,br,x
Grallaria_rufula_W4_SDR11,2014/12/4,5:56:16,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/4,5:57:00,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/4,6:00:00,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/4,6:03:00,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/4,6:06:31,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/4,6:07:07,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/4,6:07:08,on,x,br,x
Grallaria_rufula_W4_SDR11,2014/12/4,6:25:08,off,x,br,x
Grallaria_rufula_W4_SDR11,2014/12/4,6:29:24,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/4,6:30:00,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/4,6:40:27,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/4,6:41:00,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/4,7:11:27,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/4,7:13:00,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/4,7:30:00,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/4,7:30:59,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/4,7:31:00,on,x,br,x
Grallaria_rufula_W4_SDR11,2014/12/4,7:45:00,off,x,br,x
Grallaria_rufula_W4_SDR11,2014/12/4,8:01:00,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/4,8:07:00,on,x,f,lombrizX2
Grallaria_rufula_W4_SDR11,2014/12/4,8:10:00,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/4,8:25:16,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/4,8:26:00,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/4,8:34:46,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/4,8:36:00,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/4,8:55:49,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/4,8:57:00,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/4,8:58:29,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/4,8:59:00,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/4,9:13:23,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/4,9:14:00,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/4,9:19:37,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/4,9:20:00,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/4,9:21:28,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/4,9:22:00,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/4,10:00:58,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/4,10:01:45,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/4,10:55:30,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/4,10:55:33,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/4,10:57:00,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/4,11:15:19,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/4,11:16:00,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/4,11:36:08,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/4,11:37:00,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/4,11:46:19,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/4,11:48:00,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/4,12:00:08,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/4,12:01:00,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/4,12:25:42,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/4,12:26:17,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/4,12:59:26,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/4,13:00:00,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/4,13:19:03,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/4,13:20:00,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/4,13:40:38,on,x,f,limpiando
Grallaria_rufula_W4_SDR11,2014/12/4,13:40:43,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/4,13:44:25,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/4,13:46:35,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/4,14:06:18,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/4,14:07:00,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/4,14:16:54,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/4,14:18:00,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/4,14:25:31,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/4,14:26:16,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/4,14:56:40,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/4,14:59:56,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/4,15:00:45,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/4,15:02:00,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/4,15:17:00,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/4,15:18:00,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/4,15:36:55,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/4,15:38:00,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/4,15:47:56,on,x,f,escarabajo
Grallaria_rufula_W4_SDR11,2014/12/4,15:49:00,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/4,16:21:55,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/4,16:23:00,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/4,16:31:36,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/4,16:32:00,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/4,16:43:33,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/4,16:44:00,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/4,16:51:24,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/4,16:51:27,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/4,16:55:18,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/4,16:56:00,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/4,17:04:39,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/4,17:04:49,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/4,17:07:00,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/4,17:07:15,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/4,17:46:50,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/4,17:48:00,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/4,18:12:55,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/4,18:13:59,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/4,18:14:00,on,x,brn,x
Grallaria_rufula_W4_SDR11,2014/12/4,19:41:00,on,x,brn,bola
Grallaria_rufula_W4_SDR11,2014/12/4,20:28:51,on,x,brn,x
Grallaria_rufula_W4_SDR11,2014/12/4,20:28:59,on,x,brn,bola
Grallaria_rufula_W4_SDR11,2014/12/4,21:36:00,on,x,brn,x
Grallaria_rufula_W4_SDR11,2014/12/4,21:43:00,on,x,brn,bola
Grallaria_rufula_W4_SDR11,2014/12/4,22:56:00,on,x,brn,x
Grallaria_rufula_W4_SDR11,2014/12/4,23:01:00,on,x,brn,bola
Grallaria_rufula_W4_SDR11,2014/12/5,3:01:00,on,x,brn,x
Grallaria_rufula_W4_SDR11,2014/12/5,3:06:00,on,x,brn,bola
Grallaria_rufula_W4_SDR11,2014/12/5,4:30:00,on,x,br,x
Grallaria_rufula_W4_SDR11,2014/12/5,4:52:00,off,x,br,x
Grallaria_rufula_W4_SDR11,2014/12/5,5:08:00,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/5,5:09:40,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/5,5:25:34,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/5,5:26:00,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/5,5:31:38,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/5,5:32:00,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/5,5:47:32,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/5,5:49:00,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/5,5:56:00,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/5,5:57:00,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/5,6:06:34,on,x,f,larva escarabajo
Grallaria_rufula_W4_SDR11,2014/12/5,6:07:18,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/5,6:29:04,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/5,6:30:00,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/5,7:17:51,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/5,7:19:00,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/5,7:27:27,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/5,7:29:00,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/5,7:45:11,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/5,7:45:22,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/5,7:48:16,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/5,7:48:46,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/5,7:54:00,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/5,7:55:00,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/5,8:05:45,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/5,8:06:00,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/5,8:11:00,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/5,8:12:29,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/5,8:14:02,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/5,8:15:00,off,x,f,revision_volunteer
Grallaria_rufula_W4_SDR11,2014/12/5,9:06:07,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/5,9:07:00,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/5,9:12:00,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/5,9:14:00,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/5,9:47:00,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/5,9:47:10,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/5,10:03:00,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/5,10:03:51,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/5,10:23:00,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/5,10:23:19,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/5,10:45:32,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/5,10:46:00,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/5,10:55:00,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/5,10:56:00,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/5,11:03:42,on,x,br,x
Grallaria_rufula_W4_SDR11,2014/12/5,11:40:00,off,x,br,x
Grallaria_rufula_W4_SDR11,2014/12/5,11:57:00,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/5,11:58:00,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/5,12:08:53,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/5,12:10:00,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/5,12:10:27,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/5,12:10:39,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/5,12:58:32,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/5,13:00:00,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/5,13:12:45,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/5,13:14:00,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/5,14:04:24,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/5,14:06:00,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/5,14:20:00,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/5,14:21:00,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/5,14:36:00,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/5,14:36:16,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/5,15:03:02,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/5,15:04:00,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/5,15:15:00,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/5,15:16:00,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/5,15:17:00,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/5,15:18:00,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/5,16:44:00,on,x,br,x
Grallaria_rufula_W4_SDR11,2014/12/5,16:45:00,off,x,br,x
Grallaria_rufula_W4_SDR11,2014/12/5,17:08:00,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/5,17:09:08,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/5,17:27:04,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/5,17:28:00,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/5,18:00:00,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/5,18:01:00,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/5,18:12:00,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/5,18:12:59,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/5,18:13:00,on,x,brn,x
Grallaria_rufula_W4_SDR11,2014/12/5,18:53:00,on,x,brn,bola
Grallaria_rufula_W4_SDR11,2014/12/5,20:42:00,on,x,brn,x
Grallaria_rufula_W4_SDR11,2014/12/5,20:50:00,on,x,brn,bola
Grallaria_rufula_W4_SDR11,2014/12/5,22:45:45,on,x,brn,x
Grallaria_rufula_W4_SDR11,2014/12/5,22:56:00,on,x,brn,bola
Grallaria_rufula_W4_SDR11,2014/12/5,23:23:55,on,x,brn,x
Grallaria_rufula_W4_SDR11,2014/12/5,23:29:00,on,x,brn,bola
Grallaria_rufula_W4_SDR11,2014/12/6,4:30:00,on,x,br,x
Grallaria_rufula_W4_SDR11,2014/12/6,4:56:00,off,x,br,x
Grallaria_rufula_W4_SDR11,2014/12/6,5:09:20,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/6,5:10:00,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/6,5:19:00,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/6,5:20:00,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/6,5:29:00,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/6,5:30:00,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/6,5:33:00,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/6,5:34:00,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/6,5:47:00,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/6,5:48:00,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/6,7:24:00,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/6,7:25:00,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/6,8:17:21,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/6,8:18:00,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/6,8:24:00,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/6,8:45:00,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/6,8:45:09,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/6,8:45:22,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/6,9:21:00,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/6,9:21:01,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/6,9:44:00,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/6,9:45:00,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/6,10:34:00,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/6,10:35:00,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/6,11:08:38,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/6,11:08:47,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/6,11:28:03,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/6,11:29:00,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/6,12:06:45,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/6,12:06:57,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/6,12:13:09,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/6,12:14:00,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/6,12:31:51,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/6,12:33:00,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/6,12:36:00,on,x,br,x
Grallaria_rufula_W4_SDR11,2014/12/6,12:39:00,off,x,br,x
Grallaria_rufula_W4_SDR11,2014/12/6,12:57:41,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/6,12:58:00,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/6,13:07:33,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/6,13:08:00,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/6,13:33:00,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/6,13:35:00,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/6,13:43:00,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/6,13:43:09,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/6,13:55:00,on,x,br,x
Grallaria_rufula_W4_SDR11,2014/12/6,14:10:06,off,x,br,x
Grallaria_rufula_W4_SDR11,2014/12/6,15:46:06,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/6,15:47:00,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/6,16:02:30,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/6,16:03:15,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/6,16:34:02,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/6,16:35:00,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/6,17:08:38,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/6,17:09:00,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/6,17:28:00,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/6,17:29:00,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/6,17:40:43,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/6,17:42:00,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/6,18:02:07,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/6,18:03:00,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/6,18:19:00,on,x,brn,x
Grallaria_rufula_W4_SDR11,2014/12/6,18:42:00,on,x,brn,bola
